experiment_id,run_id,trial_id,agent_id,session_id,scenario,variant,model,seed,timestamp,git_commit,task_id,workload_file,mode,memory_mode,backend,round,stage,prompt_tokens,output_tokens,total_tokens,latency,total_latency,model_request_latency,ttft,ttft_status,ttft_reason,tool_execution_latency,tokens_per_second,tokens_per_second_status,tokens_per_second_reason,peak_gpu_memory_mb,peak_gpu_memory_mb_status,peak_gpu_memory_mb_reason,success,score,failure_reason,passed_checks,total_checks,extractor_effective,extractor_status,extractor_success_count,extractor_failure_count,refill_count,refill_tokens,initial_score,final_score,agent_meta_enabled,agent_meta_sent,agent_meta_agent_id,agent_meta_session_id,agent_meta_context_id,agent_meta_segment_type,agent_meta_priority,cache_stats_available,cache_stats_unavailable_reason,cache_stats_scope,cache_total_blocks,cache_total_blocks_status,cache_total_blocks_reason,cache_agent_sessions,cache_agent_sessions_status,cache_agent_sessions_reason,cache_tool_result_blocks,cache_tool_result_blocks_status,cache_tool_result_blocks_reason,cache_shared_prefix_blocks,cache_shared_prefix_blocks_status,cache_shared_prefix_blocks_reason,cache_scratchpad_blocks,cache_scratchpad_blocks_status,cache_scratchpad_blocks_reason,cache_expired_branch_blocks,cache_expired_branch_blocks_status,cache_expired_branch_blocks_reason,branch_count,shared_context_tokens,branch_delta_tokens,duplicated_context_tokens,optimized_context_tokens,branch_saving_ratio,branch_answer_tokens
exp_011c298bc619,run_dec603f6f273,trial_25be394080be,agentmem_branching_config_1784890385,session_e25a58779c3f,branching,baseline,Qwen2.5-7B-Instruct,20260721,2026-07-24T10:57:20Z,87a752d,branching_agentmem_tradeoff,benchmarks/tasks/branching.jsonl,baseline,baseline,vllm,4,branching,8216,512,2925,8.250953450999987,8.250953450999987,8.250953450999987,0.15050003899978037,ok,,,62.053434556456914,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,5,5,,,,,,,,,True,,,,,,,True,,global,6579,ok,,298,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,4,1820,936,8216,8216,0.0,56
exp_011c298bc619,run_dec603f6f273,trial_85e6e5a838bb,agentmem_branching_config_1784890385,session_685aa9a42aad,branching,baseline,Qwen2.5-7B-Instruct,20260721,2026-07-24T10:57:20Z,87a752d,branching_agentmem_tradeoff,benchmarks/tasks/branching.jsonl,baseline,baseline,vllm,8,branching,16432,512,3056,8.262593209999977,8.262593209999977,8.262593209999977,0.15770441600034246,ok,,,61.966018051129666,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,5,5,,,,,,,,,True,,,,,,,True,,global,6579,ok,,298,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,8,1820,1872,16432,16432,0.0,113
exp_011c298bc619,run_dec603f6f273,trial_78b2eabbc9e9,agentmem_branching_config_1784890385,session_8fe549d36fc7,branching,baseline,Qwen2.5-7B-Instruct,20260721,2026-07-24T10:57:20Z,87a752d,branching_agentmem_tradeoff,benchmarks/tasks/branching.jsonl,baseline,baseline,vllm,2,branching,4108,512,2868,8.303951468999912,8.303951468999912,8.303951468999912,0.3087319589994877,ok,,,61.657393099102826,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,5,5,,,,,,,,,True,,,,,,,True,,global,6579,ok,,298,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,2,1820,468,4108,4108,0.0,26
exp_011c298bc619,run_dec603f6f273,trial_25be394080be,agentmem_branching_config_1784890385,session_e25a58779c3f,branching,baseline,Qwen2.5-7B-Instruct,20260721,2026-07-24T10:57:20Z,87a752d,branching_agentmem_tradeoff,benchmarks/tasks/branching.jsonl,baseline,baseline,vllm,4,branching,8216,512,2925,8.243358357000034,8.243358357000034,8.243358357000034,0.1457460909996371,ok,,,62.110608058816666,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,5,5,,,,,,,,,True,,,,,,,True,,global,6579,ok,,298,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,4,1820,936,8216,8216,0.0,56
exp_011c298bc619,run_dec603f6f273,trial_85e6e5a838bb,agentmem_branching_config_1784890385,session_685aa9a42aad,branching,baseline,Qwen2.5-7B-Instruct,20260721,2026-07-24T10:57:20Z,87a752d,branching_agentmem_tradeoff,benchmarks/tasks/branching.jsonl,baseline,baseline,vllm,8,branching,16432,512,3056,8.250891214999683,8.250891214999683,8.250891214999683,0.14146429199990962,ok,,,62.05390262196296,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,5,5,,,,,,,,,True,,,,,,,True,,global,6579,ok,,298,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,8,1820,1872,16432,16432,0.0,113
exp_011c298bc619,run_d196d451657a,trial_2d949b52cd11,agentmem_branching_config_1784890385,session_038aa4d8ed00,branching,optimized,Qwen2.5-7B-Instruct,20260721,2026-07-24T10:57:20Z,87a752d,branching_agentmem_tradeoff,benchmarks/tasks/branching.jsonl,optimized,optimized,vllm,2,branching,2288,512,2868,8.244837821000147,8.244837821000147,8.244837821000147,0.14741412500006845,ok,,,62.09946285370249,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,5,5,,,,,,,,,True,,,,,,,True,,global,6579,ok,,298,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,2,1820,468,4108,2288,0.4430379746835443,26
exp_011c298bc619,run_d196d451657a,trial_5d20173d2900,agentmem_branching_config_1784890385,session_407c5e7bc98e,branching,optimized,Qwen2.5-7B-Instruct,20260721,2026-07-24T10:57:20Z,87a752d,branching_agentmem_tradeoff,benchmarks/tasks/branching.jsonl,optimized,optimized,vllm,4,branching,2756,512,2925,8.263248499999463,8.263248499999463,8.263248499999463,0.15968612500000745,ok,,,61.96110403796198,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,5,5,,,,,,,,,True,,,,,,,True,,global,6579,ok,,298,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,4,1820,936,8216,2756,0.6645569620253164,56
exp_011c298bc619,run_d196d451657a,trial_6c3fb16af47c,agentmem_branching_config_1784890385,session_fd38fb12cb3e,branching,optimized,Qwen2.5-7B-Instruct,20260721,2026-07-24T10:57:20Z,87a752d,branching_agentmem_tradeoff,benchmarks/tasks/branching.jsonl,optimized,optimized,vllm,8,branching,3692,512,3056,8.260325952999665,8.260325952999665,8.260325952999665,0.15384403400003066,ok,,,61.9830262041986,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,5,5,,,,,,,,,True,,,,,,,True,,global,6579,ok,,298,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,8,1820,1872,16432,3692,0.7753164556962026,113
exp_011c298bc619,run_d196d451657a,trial_2d949b52cd11,agentmem_branching_config_1784890385,session_038aa4d8ed00,branching,optimized,Qwen2.5-7B-Instruct,20260721,2026-07-24T10:57:20Z,87a752d,branching_agentmem_tradeoff,benchmarks/tasks/branching.jsonl,optimized,optimized,vllm,2,branching,2288,512,2868,8.451326503000018,8.451326503000018,8.451326503000018,0.1481984010006272,ok,,,60.58220562396356,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,5,5,,,,,,,,,True,,,,,,,True,,global,6579,ok,,298,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,2,1820,468,4108,2288,0.4430379746835443,26
exp_011c298bc619,run_d196d451657a,trial_5d20173d2900,agentmem_branching_config_1784890385,session_407c5e7bc98e,branching,optimized,Qwen2.5-7B-Instruct,20260721,2026-07-24T10:57:20Z,87a752d,branching_agentmem_tradeoff,benchmarks/tasks/branching.jsonl,optimized,optimized,vllm,4,branching,2756,512,2925,8.642609012000321,8.642609012000321,8.642609012000321,0.7994036629997936,ok,,,59.24137020303528,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,5,5,,,,,,,,,True,,,,,,,True,,global,6579,ok,,298,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,4,1820,936,8216,2756,0.6645569620253164,56
exp_011c298bc619,run_d196d451657a,trial_6c3fb16af47c,agentmem_branching_config_1784890385,session_fd38fb12cb3e,branching,optimized,Qwen2.5-7B-Instruct,20260721,2026-07-24T10:57:20Z,87a752d,branching_agentmem_tradeoff,benchmarks/tasks/branching.jsonl,optimized,optimized,vllm,8,branching,3692,512,3056,8.25430986900028,8.25430986900028,8.25430986900028,0.14816359199994622,ok,,,62.02820200909307,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,5,5,,,,,,,,,True,,,,,,,True,,global,6579,ok,,298,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,8,1820,1872,16432,3692,0.7753164556962026,113
exp_011c298bc619,run_d196d451657a,trial_2d949b52cd11,agentmem_branching_config_1784890385,session_038aa4d8ed00,branching,optimized,Qwen2.5-7B-Instruct,20260721,2026-07-24T10:57:20Z,87a752d,branching_agentmem_tradeoff,benchmarks/tasks/branching.jsonl,optimized,optimized,vllm,2,branching,2288,512,2868,8.61857058699934,8.61857058699934,8.61857058699934,0.14696586899935937,ok,,,59.406602850399004,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,5,5,,,,,,,,,True,,,,,,,True,,global,6579,ok,,298,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,2,1820,468,4108,2288,0.4430379746835443,26
exp_011c298bc619,run_d196d451657a,trial_5d20173d2900,agentmem_branching_config_1784890385,session_407c5e7bc98e,branching,optimized,Qwen2.5-7B-Instruct,20260721,2026-07-24T10:57:20Z,87a752d,branching_agentmem_tradeoff,benchmarks/tasks/branching.jsonl,optimized,optimized,vllm,4,branching,2756,512,2925,9.259614245999728,9.259614245999728,9.259614245999728,1.2385303689998182,ok,,,55.29388011181897,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,5,5,,,,,,,,,True,,,,,,,True,,global,6579,ok,,298,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,4,1820,936,8216,2756,0.6645569620253164,56
exp_011c298bc619,run_d196d451657a,trial_6c3fb16af47c,agentmem_branching_config_1784890385,session_fd38fb12cb3e,branching,optimized,Qwen2.5-7B-Instruct,20260721,2026-07-24T10:57:20Z,87a752d,branching_agentmem_tradeoff,benchmarks/tasks/branching.jsonl,optimized,optimized,vllm,8,branching,3692,512,3056,8.26280293399941,8.26280293399941,8.26280293399941,0.15456944000015937,ok,,,61.96444524814279,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,5,5,,,,,,,,,True,,,,,,,True,,global,6579,ok,,298,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,8,1820,1872,16432,3692,0.7753164556962026,113
exp_011c298bc619,run_d196d451657a,trial_2d949b52cd11,agentmem_branching_config_1784890385,session_038aa4d8ed00,branching,optimized,Qwen2.5-7B-Instruct,20260721,2026-07-24T10:57:20Z,87a752d,branching_agentmem_tradeoff,benchmarks/tasks/branching.jsonl,optimized,optimized,vllm,2,branching,2288,512,2868,8.258063117000347,8.258063117000347,8.258063117000347,0.15971540000009554,ok,,,62.00001050439761,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,5,5,,,,,,,,,True,,,,,,,True,,global,6579,ok,,298,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,2,1820,468,4108,2288,0.4430379746835443,26
exp_011c298bc619,run_d196d451657a,trial_5d20173d2900,agentmem_branching_config_1784890385,session_407c5e7bc98e,branching,optimized,Qwen2.5-7B-Instruct,20260721,2026-07-24T10:57:20Z,87a752d,branching_agentmem_tradeoff,benchmarks/tasks/branching.jsonl,optimized,optimized,vllm,4,branching,2756,512,2925,8.307314053000482,8.307314053000482,8.307314053000482,0.1605399939999188,ok,,,61.632435794945415,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,5,5,,,,,,,,,True,,,,,,,True,,global,6579,ok,,298,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,4,1820,936,8216,2756,0.6645569620253164,56
exp_011c298bc619,run_d196d451657a,trial_6c3fb16af47c,agentmem_branching_config_1784890385,session_fd38fb12cb3e,branching,optimized,Qwen2.5-7B-Instruct,20260721,2026-07-24T10:57:20Z,87a752d,branching_agentmem_tradeoff,benchmarks/tasks/branching.jsonl,optimized,optimized,vllm,8,branching,3692,512,3056,9.17982858600044,9.17982858600044,9.17982858600044,0.6179169140004888,ok,,,55.774461930674605,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,5,5,,,,,,,,,True,,,,,,,True,,global,6579,ok,,298,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,8,1820,1872,16432,3692,0.7753164556962026,113
exp_011c298bc619,run_d196d451657a,trial_2d949b52cd11,agentmem_branching_config_1784890385,session_038aa4d8ed00,branching,optimized,Qwen2.5-7B-Instruct,20260721,2026-07-24T10:57:20Z,87a752d,branching_agentmem_tradeoff,benchmarks/tasks/branching.jsonl,optimized,optimized,vllm,2,branching,2288,512,2868,9.142736025999511,9.142736025999511,9.142736025999511,1.0474386209998556,ok,,,56.000741850580404,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,5,5,,,,,,,,,True,,,,,,,True,,global,6579,ok,,298,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,2,1820,468,4108,2288,0.4430379746835443,26
exp_011c298bc619,run_d196d451657a,trial_5d20173d2900,agentmem_branching_config_1784890385,session_407c5e7bc98e,branching,optimized,Qwen2.5-7B-Instruct,20260721,2026-07-24T10:57:20Z,87a752d,branching_agentmem_tradeoff,benchmarks/tasks/branching.jsonl,optimized,optimized,vllm,4,branching,2756,512,2925,8.241570188999503,8.241570188999503,8.241570188999503,0.14203494199955458,ok,,,62.12408415612304,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,5,5,,,,,,,,,True,,,,,,,True,,global,6579,ok,,298,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,4,1820,936,8216,2756,0.6645569620253164,56
exp_011c298bc619,run_d196d451657a,trial_6c3fb16af47c,agentmem_branching_config_1784890385,session_fd38fb12cb3e,branching,optimized,Qwen2.5-7B-Instruct,20260721,2026-07-24T10:57:20Z,87a752d,branching_agentmem_tradeoff,benchmarks/tasks/branching.jsonl,optimized,optimized,vllm,8,branching,3692,512,3056,8.2502418819995,8.2502418819995,8.2502418819995,0.1441047879998223,ok,,,62.05878655716618,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,5,5,,,,,,,,,True,,,,,,,True,,global,6579,ok,,298,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,8,1820,1872,16432,3692,0.7753164556962026,113
